State,City,TotalPopulation,PercentMale,PercentFemale,MedianAge,PercentOver65,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,MedianHouseholdIncome,MeanHouseholdIncome,MedianIncomeFemale,MedianIncomeMale,AverageHouseholdSize, AverageFamilySize ,EdElementaryPercent,EdHighSchoolPercent,EdAssociatePercent,EdBachelorsPercent,EdGraduatePercent,AvgLowTemp,AvgHighTemp,ElectionResults
SD,Aberdeen,25893,47.7,52.3,36.4,18.8,91.7,1.1,1.5,0.9,43479,52658,29331,39194,2.21,3.05,5.5,32.9,9.8,18.4,5.9,31.3,54.3,red
SD,Brookings,21767,50.8,49.2,22.8,9.5,91.4,1.1,1.6,3.5,38536,52730,31468,41184,2.35,3,2.9,22.2,8.2,30.2,16.1,31.3,54.3,red
SD,Huron,12349,50,50,39.3,20.1,83.7,2.8,8.4,4.1,37940,51682,27618,37804,2.19,2.96,9.8,33.9,8.3,13.3,5.6,31.3,54.3,red
SD,Mitchell,15205,48.8,51.2,37.7,20.7,92.7,1.8,1.7,0.3,40850,52778,26897,38320,2.16,2.8,5.5,29.7,11.8,18.8,5.8,31.3,54.3,red
SD,Pierre,13659,48.2,51.8,41.7,18.8,84.3,1.1,1.7,0.4,56161,67936,34171,47009,2.16,2.79,3.2,25.5,10,26.5,10.9,31.3,54.3,red
SD,RapidCity,67193,49,51,35.8,16.6,79.8,2.2,4.4,1.2,44740,61682,30955,39681,2.32,2.87,2.6,27.4,8.7,19.5,10.2,31.3,54.3,red
SD,SiouxFalls,151727,49.7,50.3,33.4,13.8,85.1,4.8,4.5,2,51831,68219,32116,40590,2.41,2.99,3.5,27,9.5,21.9,10.4,31.3,54.3,red
SD,Spearfish,10339,47.5,52.5,35.2,21.1,95.4,0.1,0.6,1,35476,55197,28571,40211,1.89,2.52,2.7,28.3,6.7,21.3,13.3,31.3,54.3,red
SD,Vermillion,10597,49.2,50.8,23,10.2,88.8,1.4,2.4,2,29393,46512,28862,33103,2.19,2.97,2,26.3,5.1,23,23.8,31.3,54.3,red
SD,Water,21434,48.9,51.1,36.9,18.4,94.2,0.5,1.5,0.4,42449,56196,30945,36921,2.28,2.94,4.9,34.6,9.7,18.8,7.1,31.3,54.3,red
SD,Yankton,14351,51.3,48.7,40.8,21.7,89.2,2.2,3.6,1.5,46042,63712,30701,38356,2.18,2.83,6.8,32.5,6.5,18.5,8.2,31.3,54.3,red
TN,Athens,13510,45.4,54.6,38,18.8,82.6,11.2,5.4,0.5,32769,43635,30307,41076,2.27,3.08,7.5,34.6,6.6,14,8.4,53.6,72.4,red
TN,Bartlett,53592,46.8,53.2,39.6,15.3,78.5,15.5,2.2,2.9,75988,85717,43571,58139,2.86,3.25,1.5,26.2,6.9,21.6,11.4,53.6,72.4,red
TN,Brentwood,36392,49.6,50.4,40.6,13.9,89.5,3.5,1.7,3.8,127596,171042,67459,112252,3.02,3.24,0.7,9.7,4.8,42.6,25.2,53.6,72.4,red
TN,Bristol,26578,48.6,51.4,41.9,21.7,93.6,3.2,1.8,0.8,35320,49966,28247,37200,2.19,2.83,9,29.9,6.6,12.9,6.8,53.6,72.4,red
TN,Brownsville,10322,43.2,56.8,36.2,13.6,30.9,67.5,1.2,0.7,32791,44211,31218,40250,2.55,3.17,6.9,39.9,5.6,10.5,6.1,53.6,72.4,red
TN,Chattanooga,166298,47.5,52.5,37.3,17.8,55.5,36,5.9,2,36689,53957,31377,39400,2.29,3.02,5.9,28.9,5.7,17.1,8.4,53.6,72.4,red
TN,Clarksville,129778,49.1,50.9,28.7,9.5,61.2,25.8,8.9,2.5,47483,56548,31977,40896,2.65,3.12,3.1,31.5,8.5,15.8,7.1,53.6,72.4,red
TN,Cleveland,40982,48,52,34.2,16.9,82,7.7,6.8,1.7,37502,54957,29623,38562,2.44,3.03,8,27.6,7.1,15.2,9.2,53.6,72.4,red
TN,Columbia,34713,47.1,52.9,34.9,16.4,69,22.1,7.5,0.7,37685,49103,27315,39268,2.38,3,7.4,38.1,6.5,10.2,5,53.6,72.4,red
TN,Cookeville,30068,49.5,50.5,30.3,15.9,89.2,3.3,4.7,2.2,29616,46247,30824,37213,2.27,2.95,6.2,32.7,4.4,17.6,10.6,53.6,72.4,red
TN,Crossville,10742,44.4,55.6,42.2,23.8,94.6,1.5,3.1,0.2,30307,43427,28286,30993,2.28,2.87,11.1,32.5,6.3,12.4,4.4,53.6,72.4,red
TN,Dickson,14435,45.8,54.2,35.6,16.3,83.4,10.5,4.5,0.1,32579,46032,30641,35168,2.36,2.96,7.9,40.4,3.9,9.3,5.3,53.6,72.4,red
TN,Dyersburg,17163,48.4,51.6,38.3,17.7,65.9,28.8,4,0.1,32191,50493,27317,45191,2.34,2.84,7.9,37.5,5,13,7.2,53.6,72.4,red
TN,EastRidge,20912,43.4,56.6,42.2,23.1,81.5,13.2,1.4,1.9,39674,47948,31490,36636,2.21,2.95,4.7,31.4,6.4,15.7,5.6,53.6,72.4,red
TN,Elizabethton,14235,45.5,54.5,40.2,22.5,91.2,5.1,3.3,0.2,28595,41103,28250,34265,2.33,2.91,8.6,34.1,5.3,12.3,8,53.6,72.4,red
TN,Franklin,61530,47.7,52.3,36.9,13,79,8.3,7.9,4.2,77118,96695,42296,73180,2.57,3.12,2.9,16.8,5.7,34.8,18.2,53.6,72.4,red
TN,Gallatin,29730,48.6,51.4,36.7,17.2,76.4,15.2,7.4,0.6,45941,60553,34772,40669,2.41,3.01,6,32,7.9,12.3,5.4,53.6,72.4,red
TN,German,38781,49.6,50.4,45,19.5,86.6,3.6,2.8,6.2,112979,145062,54592,93401,2.69,3.09,1.3,9.9,4.6,35.8,27.3,53.6,72.4,red
TN,Goodlettsville,15716,47.4,52.6,38.5,16.1,73.5,14.9,4.3,5.1,51765,70712,38200,41346,2.54,3.03,3.5,28.3,6.1,20.4,10.9,53.6,72.4,red
TN,Hendersonville,50680,48.8,51.2,37.5,14.5,84.6,8.5,4,2.2,63719,84159,36590,53702,2.62,3.11,1.9,28.9,7.6,22.9,10.2,53.6,72.4,red
TN,Jackson,64670,46.8,53.2,33.4,15.7,46.8,47.5,4.3,1.4,35433,55374,30151,38527,2.54,3.28,5.6,31.8,5.7,16.7,9.2,53.6,72.4,red
TN,JohnsonCity,62399,47.8,52.2,37.4,18.3,84.7,8.3,4.2,1.7,37284,59731,31791,44506,2.2,2.9,5.7,23.1,5.6,20.7,14.6,53.6,72.4,red
TN,Kingsport,48399,46.2,53.8,43.2,24.3,91.2,5,2.1,0.9,39901,55413,34631,41323,2.22,2.78,6.7,33.3,7,15.2,9.9,53.6,72.4,red
TN,Knoxville,179085,48.1,51.9,33.6,16.7,75.9,17.9,3.9,1.7,33467,47834,31094,37995,2.04,2.89,5.1,27.8,7.1,18.7,10.9,53.6,72.4,red
TN,Lakeland,11903,49.2,50.8,39,14.9,85.7,8.4,0.8,4.5,84851,98255,42572,65947,2.66,3.17,1.3,23.1,9.4,28,14.8,53.6,72.4,red
TN,LaVergne,31554,49.8,50.2,30.8,6.2,59.2,23.6,11.9,5,55998,65149,34914,39991,3.07,3.47,3.8,36.3,7.3,12.8,4.4,53.6,72.4,red
TN,Lawrenceburg,10432,45.5,54.5,42.1,21.6,90,5.6,3.3,0.3,28326,38464,24823,32943,2.26,2.99,13.1,39,2.5,6.9,3.4,53.6,72.4,red
TN,Lebanon,25773,49,51,36.7,17,76.1,12.9,8,1.6,45186,60072,34432,41802,2.44,3.04,8,35.9,5.9,13.9,6.7,53.6,72.4,red
TN,Lewisburg,11060,48.6,51.4,38.2,17.1,77,11.3,8.1,0.2,31443,42313,25546,29089,2.38,2.91,13.1,37.9,5.3,6.6,2.9,53.6,72.4,red
TN,McMinnville,13528,47.9,52.1,37.7,20.7,80.3,4.8,12.2,1.7,29682,40377,24836,37120,2.36,3.04,12.5,39.3,5.4,5.4,4.8,53.6,72.4,red
TN,Manchester,10003,48.6,51.4,36.4,21.5,89.2,3.7,4.9,1.1,37447,49275,28620,37837,2.4,3.01,7.5,38,8.1,11.4,6.4,53.6,72.4,red
TN,Martin,11203,49.8,50.2,24.8,15.2,77.4,19.8,1.8,1,29222,48860,33478,39167,2.15,2.73,4.8,31.5,4.4,15.6,11.3,53.6,72.4,red
TN,Maryville,27231,47.9,52.1,38.9,18.6,90.3,4,3.2,1.4,51366,66843,33725,48954,2.41,3.03,3.9,29,6.6,18.5,13.7,53.6,72.4,red
TN,Memphis,652123,47.6,52.4,33.1,12.9,28.2,63.6,6.2,1.7,37072,54438,32118,37353,2.6,3.39,6.2,30,5.3,14.5,8.6,53.6,72.4,red
TN,Millington,10284,48.5,51.5,33.9,17,64.4,24.6,8.2,0.5,46089,53954,35370,43750,2.47,3.17,4.2,32.2,8.1,9.7,6.9,53.6,72.4,red
TN,Morris,28994,47.6,52.4,36.5,18.9,71,7.9,18.6,1.1,32838,44315,28544,30943,2.46,3.08,13.1,34.2,4.7,9.7,5.7,53.6,72.4,red
TN,MountJuliet,22804,48.2,51.8,33.8,9.6,86.4,8.1,2.2,2,70868,79740,42716,53456,2.75,3.12,2.9,25.7,9.3,24.2,8.8,53.6,72.4,red
TN,Murfreesboro,106042,49.1,50.9,29.2,10.8,73.3,16.1,6.2,3.2,48766,64858,36803,45156,2.5,3.01,3.2,23.2,7.9,23.8,11.7,53.6,72.4,red
TN,OakRidge,29111,47.6,52.4,42.7,21.3,80.6,10.7,4.4,2.6,53419,72632,38516,59390,2.3,2.97,3.5,25.4,7.6,19.8,18.4,53.6,72.4,red
TN,Paris,10117,45.5,54.5,41.7,23.9,76.5,21,1,0.2,25538,40260,23444,33590,2.18,3.04,8.3,39.8,2.5,9.3,6.5,53.6,72.4,red
TN,Portland,11246,49.2,50.8,33,13.2,88,6.4,2.9,0.4,49565,52538,30970,40590,2.68,3.04,5.3,37.8,9,8.9,3.1,53.6,72.4,red
TN,RedBank,11682,50.4,49.6,32.8,14.6,77.9,9.9,9.9,0.8,34793,45119,32857,33827,2.25,3,5.9,29.7,9.5,14.7,7.7,53.6,72.4,red
TN,Sevierville,14704,48.4,51.6,38.8,21.3,84.2,2.6,9.3,2.6,35017,48350,29381,29403,2.11,2.59,7.7,31.8,5,11.2,6.4,53.6,72.4,red
TN,Shelbyville,20090,48.4,51.6,31.2,12.9,60.7,15.2,21.5,1.2,28882,40670,29034,26760,2.83,3.4,15.8,43.6,5,5.5,1.2,53.6,72.4,red
TN,SoddyDaisy,12567,46.6,53.4,42,20.1,96.9,1.3,1.6,0,47285,56509,32859,45673,2.43,2.93,3.6,38.1,7.6,11.2,3.1,53.6,72.4,red
TN,Springfield,16320,48.9,51.1,33,15.6,57.9,24.8,16.4,0.3,35846,48245,31160,31940,2.6,3.21,10.3,43.1,4.2,7.5,3.9,53.6,72.4,red
TN,SpringHill,27138,48.8,51.2,31.8,6.1,86.2,5.5,5.4,1,75728,82409,43899,56336,2.93,3.37,1.7,23.2,9.4,29,9.3,53.6,72.4,red
TN,Tullahoma,18737,47.9,52.1,41.1,20.1,87.9,5.3,3.2,0.9,38984,54735,29226,44485,2.38,2.89,5.5,34.6,5.2,15,9.8,53.6,72.4,red
TN,UnionCity,10891,47.6,52.4,37.5,18.4,67.8,24.6,7.2,0.2,32500,49319,26055,38368,2.43,2.97,6.9,42.9,2.6,6.8,5.2,53.6,72.4,red
TN,WhiteHouse,10036,46.5,53.5,35.7,9.3,97.1,1.6,0.2,0,66250,68336,38247,47695,2.7,2.98,2.4,32.4,12.9,18.1,5,53.6,72.4,red
TX,Abilene,117566,50.9,49.1,31.7,14.4,62.5,11,23.9,1.6,40430,55005,28557,36460,2.48,3.09,7.6,28.8,6.3,15.6,7,59,79.8,red
TX,Alamo,18145,47.5,52.5,35.1,19.9,16.1,2.6,81.1,0,36047,46316,22273,28201,3.31,3.72,24.9,31.4,2.3,5.5,3.6,59,79.8,red
TX,Alice,19161,49.5,50.5,34.1,15.4,13.5,0.9,84.2,0.9,37869,50948,26720,43090,2.83,3.48,14.9,33.1,5,5.8,5.2,59,79.8,red
TX,Allen,81326,47.9,52.1,34,6.9,65.1,9.9,10.7,12.4,98745,110968,48835,81146,3.01,3.37,2.4,13.5,8.9,32.5,17.4,59,79.8,red
TX,Alton,12746,52,48,27.2,8.1,2.6,0,97.2,0,24280,31904,18198,18899,3.98,4.14,36.6,19.1,4.5,3.7,0.3,59,79.8,red
TX,Alvin,24535,49.9,50.1,35,14.5,64,6,29.4,0.4,48009,62647,28992,45610,2.77,3.27,7.3,28.5,9.6,9.5,4.6,59,79.8,red
TX,Amarillo,189132,49.7,50.3,33.5,14.6,59.6,8.4,28.6,2.8,44769,60474,30989,38979,2.64,3.29,7.7,24.9,7.6,14.9,7.4,59,79.8,red
TX,Andrews,10861,48.9,51.1,34.1,16.3,46.8,2.2,49.9,1,49408,76520,31042,53487,2.68,3.17,16.2,28.7,3.7,9.1,3,59,79.8,red
TX,Angleton,18987,47.3,52.7,32.7,12.7,49.8,13.7,35,0.8,48826,60219,30247,50608,2.73,3.19,9.3,29.8,8.4,9.9,3.6,59,79.8,red
TX,Arlington,363933,49.7,50.3,31.9,10,44.2,19.6,27.8,7.4,52699,68059,35932,42411,2.73,3.31,7.3,23.5,7,20.3,8.6,59,79.8,red
TX,Athens,12671,47.5,52.5,32.3,17.4,55.6,19.5,25.4,0.4,36284,51177,27829,35094,2.55,3.29,10.6,29.4,8.6,11.6,7,59,79.8,red
TX,Austin,782149,50.7,49.3,30.9,8.9,48.6,9,35.3,6.1,51596,74090,39370,43319,2.37,3.13,7.9,16.4,5.6,27.8,16.7,59,79.8,red
TX,Azle,10782,48.5,51.5,40.4,19.1,92.2,1.1,5.3,0.4,54186,71090,37945,52260,2.56,3.09,2.8,27.2,11.4,11.6,7,59,79.8,red
TX,BalchSprings,23270,47.5,52.5,30.9,9.4,31.3,22.2,46.2,0.4,39400,47744,30793,30862,3.21,3.67,16.2,32.4,5.7,7.5,2.7,59,79.8,red
TX,BayCity,17635,48.1,51.9,33.2,14.4,40.2,16.4,40.8,1.5,37601,57887,26035,47650,2.73,3.34,10.7,35.7,5.8,15.1,3.3,59,79.8,red
TX,Bay,71253,49.4,50.6,31.9,12.3,37.7,17.6,42.5,1.7,48062,61517,32161,42809,2.97,3.52,11.4,27.6,7.4,9.8,4.6,59,79.8,red
TX,Beaumont,117030,48,52,34.9,15.9,35.9,48.1,12.3,3.4,40283,59595,30647,44039,2.5,3.17,6.8,29.8,5.6,15.3,7.6,59,79.8,red
TX,Bedford,47236,48.6,51.4,38.2,16.5,74.7,8.8,10.8,4.3,61584,78874,42186,49354,2.28,2.95,1.6,20.5,9.1,24,10.5,59,79.8,red
TX,Beeville,13160,51.7,48.3,31.2,13.6,27,7.2,64.5,0.6,34578,44735,25131,33517,2.69,3.34,16.6,27.9,6.5,5.7,3.5,59,79.8,red
TX,Bellaire,16751,51.9,48.1,41.6,14.1,76,0.7,9.9,11.6,155423,215425,82107,126907,2.73,3.23,0.6,6.6,3.3,37.4,39.4,59,79.8,red
TX,Belton,18108,50.9,49.1,28.7,15.2,62.6,11.3,23.9,1.2,49252,63173,29542,37757,2.91,3.36,8.5,30.6,5.7,14.1,9.3,59,79.8,red
TX,Benbrook,21249,48.8,51.2,39.9,20.1,80.9,6.7,9.4,1.7,62708,75908,45379,55108,2.33,2.88,0.9,24,9.3,21.9,12,59,79.8,red
TX,BigSpring,26910,58.3,41.7,35.8,14.4,46.5,7.8,43.5,0.9,38666,51101,27567,36258,2.64,3.32,12,27.4,7.6,6.9,3.4,59,79.8,red
TX,Boerne,10105,47.7,52.3,39.2,19.6,76.3,3.6,19.1,0.4,52611,64723,41780,45714,2.2,2.73,4.6,24.5,9,20.5,10.9,59,79.8,red
TX,Bonham,10169,59,41,38.1,18.2,65.5,18.5,13.6,0.2,31127,44342,31302,30332,2.52,3.31,7.4,38.6,4.7,9.5,3.2,59,79.8,red
TX,Borger,13229,48.7,51.3,35,16.9,68.1,4.8,24.7,0.8,40986,51266,29144,45913,2.59,3.33,5.9,33,6.4,7.6,3.6,59,79.8,red
TX,Brenham,15502,48.2,51.8,35.1,20,53.8,27.4,16.7,2.7,38056,56149,27230,36813,2.54,3.28,9,29.4,5.8,14.6,6.6,59,79.8,red
TX,Brownsville,172491,47.4,52.6,28.8,11.7,5.2,0.5,93.5,0.7,31371,44303,23560,29249,3.62,4.1,24.9,22,5.6,10.5,4.5,59,79.8,red
TX,Brownwood,19348,46.7,53.3,34,16.8,68.4,6.6,24,0.2,35904,52218,25953,35986,2.63,3.3,9.5,36,4.8,11,5.5,59,79.8,red
TX,Bryan,74844,50.4,49.6,27.5,10.5,44.2,19.5,34.4,1.4,35881,50786,27232,35535,2.63,3.29,9.3,28.2,4.2,15.3,10.1,59,79.8,red
TX,Burkburnett,10774,49,51,38.7,16.2,89.5,1.6,6.8,0.3,52372,65902,29734,43966,2.61,3.03,3.3,35.9,8.7,15.3,5,59,79.8,red
TX,Burleson,35380,48.5,51.5,34.6,12.9,84.7,3.4,10.3,0.9,66374,77802,39684,51628,2.74,3.15,1.8,31.9,7,17.1,7.3,59,79.8,red
TX,Canyon,13254,43.6,56.4,26.5,12.3,77.8,2.7,15.4,2.1,37950,54585,36036,45642,2.36,3,2,22.7,6.3,27,11.9,59,79.8,red
TX,Carrollton,119104,49.5,50.5,35.5,10.1,46.6,9.7,29.1,13,69401,85663,43480,48659,2.78,3.24,6.4,20.6,6.9,27.4,9.2,59,79.8,red
TX,CedarHill,43897,47,53,33.1,8.7,28.9,52.4,15.4,2.6,64662,82014,42106,48406,2.93,3.47,4,20,8.3,20.3,11.4,59,79.8,red
TX,CedarPark,46981,49.4,50.6,33.1,8.1,67.7,7.9,17.5,5.4,74030,85970,42363,62411,2.81,3.26,2.3,17.2,7.8,30.4,11.3,59,79.8,red
TX,Cibolo,14104,49.2,50.8,32.9,5.4,56.2,11.2,28.8,3,89785,98904,47713,64936,3.09,3.46,1.5,16.6,11.2,25.5,17,59,79.8,red
TX,Cleburne,29288,49.2,50.8,34.2,15.5,69.1,5.2,24.1,0.3,45543,57318,26734,42931,2.81,3.29,10.7,34.3,5.2,9.6,3,59,79.8,red
TX,Clute,11210,48.1,51.9,29.4,11.2,38.4,7.4,53.5,0.3,37520,49042,25061,37384,2.8,3.33,12.7,28,6.7,8.2,2.7,59,79.8,red
TX,CollegeStation,90998,51.4,48.6,22.5,5.9,68.4,7.1,14.2,9.6,31332,54595,36349,46337,2.48,2.97,3.5,12.9,4.8,28.8,28.7,59,79.8,red
TX,Colleyville,22569,50,50,45.4,14.4,80.7,1.5,6.6,9.7,159982,198839,65948,126927,2.9,3.12,0.4,9.9,5.6,40.6,23.7,59,79.8,red
TX,Conroe,55346,49.7,50.3,31.4,12.1,48.8,10.6,38.5,1.9,46213,60877,30517,36004,2.78,3.38,10.7,27.6,5.9,13.7,5.5,59,79.8,red
TX,Converse,17546,47.7,52.3,35.9,11.9,39.2,17.9,38.3,2.1,57088,64418,32339,43832,2.81,3.26,3.4,27.1,10.4,15.9,6.4,59,79.8,red
TX,Coppell,38797,48.5,51.5,37.3,7.3,65.5,5.4,11.3,16.8,106981,130130,59783,87643,2.84,3.27,2,9.1,5.6,41.6,22.7,59,79.8,red
TX,CopperasCove,31793,46.9,53.1,30.4,10.2,61,21.1,13.4,2.9,51850,62450,34261,41855,3.05,3.46,2.2,30.4,13.1,11.2,5.9,59,79.8,red
TX,Corinth,19324,51.4,48.6,36,12.7,81,5.7,10.5,2.4,91005,103997,49175,64500,2.9,3.28,1.3,19.1,8.1,29.4,13,59,79.8,red
TX,CorpusChristi,302113,49,51,34.3,14.6,33.8,4.9,59.2,1.7,45267,63267,31157,42739,2.7,3.3,9,26.6,7,13.1,8.1,59,79.8,red
TX,Corsicana,23906,48.4,51.6,32.5,14.9,45.7,22,31.8,0.5,36079,51038,29614,29342,2.69,3.31,11.7,28.8,6.4,10.6,5,59,79.8,red
TX,Crowley,12327,49.7,50.3,32.1,9.7,66.6,16.5,15,0.9,61555,72029,35090,43891,3.02,3.33,2.6,32.7,7.8,11.6,5,59,79.8,red
TX,Dallas,1196258,50,50,31.5,11,29.5,25.4,41.9,2.8,42259,69557,34734,35472,2.6,3.47,14,21.9,4.6,18.5,10.3,59,79.8,red
TX,DeerPark,31690,47.4,52.6,35.2,13.1,67.7,2.8,26.6,1.6,75557,86140,40370,64241,2.93,3.22,4.3,29.5,9.8,14.8,5.6,59,79.8,red
TX,DelRio,35396,49.7,50.3,33.8,16.9,14,1.9,83.5,0.6,36979,48532,28542,36795,3.14,3.75,22.8,26,6.1,11.6,4,59,79.8,red
TX,Denison,22719,48.4,51.6,40.9,19.7,74.5,12,9.6,0.8,37364,49095,29622,35436,2.48,3.08,5.5,35.9,7.7,11.6,4.1,59,79.8,red
TX,Denton,111960,48.9,51.1,26.9,10.4,60,13.4,21.5,3.8,46151,62558,34164,41353,2.52,3.2,6.4,18.8,5.8,23.3,13.1,59,79.8,red
TX,DeSoto,47786,45.5,54.5,39.4,15,20.4,67.9,10,0.9,61018,72788,45509,50019,2.69,3.32,2.6,25.5,8.3,19.5,9,59,79.8,red
TX,Dickinson,18656,49.1,50.9,36.9,12.6,56.3,13.9,25.9,2.8,54834,72116,35056,47222,2.84,3.3,7.4,29.1,6.6,13,6.8,59,79.8,red
TX,Donna,15896,47.5,52.5,28,13.9,10.4,0.1,89.5,0.3,25889,36195,23636,24304,3.47,3.92,30.5,30.2,3.5,6.4,3.3,59,79.8,red
TX,Dumas,14362,50.9,49.1,29.5,11.1,40.7,2.4,52.5,3.9,50271,56740,23350,38274,3.19,3.76,13.7,29.8,8,10.6,5,59,79.8,red
TX,Duncanville,38224,47.5,52.5,36.1,14.5,37.1,26.7,34.1,1.5,53996,67568,35951,43961,2.83,3.31,7.6,26.8,5.7,18.5,8.1,59,79.8,red
TX,EaglePass,25866,48.8,51.2,33.7,15.7,3.6,0.5,95.3,0.2,33418,50752,26789,38368,3.33,3.88,25.1,21.9,6.3,13.3,5.8,59,79.8,red
TX,Edinburg,74891,49,51,27.2,9,7.7,1.5,88.5,2,39232,52231,29586,35779,3.23,3.74,17,22.5,5.9,16.1,6.8,59,79.8,red
TX,ElCampo,11547,50.9,49.1,32.5,15.5,42.2,12,46.1,0.2,45482,62014,19466,33936,2.99,3.57,14.9,34.4,3.1,11.7,2.8,59,79.8,red
TX,ElPaso,640066,47.8,52.2,32.4,13.5,14.7,3.7,80.2,1.2,39442,54750,28429,36050,3.01,3.58,15.7,23.9,6.6,14.5,7.4,59,79.8,red
TX,Ennis,18480,48.8,51.2,35.4,16.3,49.7,15.6,33.9,0.4,43542,56394,30741,36679,2.77,3.22,14.5,31.8,7.5,6.7,5.8,59,79.8,red
TX,Euless,50993,49.8,50.2,34.2,9.3,55.4,13.7,19.2,7.4,53968,69589,41125,50137,2.38,3.13,3.9,25.3,7.8,23,7.7,59,79.8,red
TX,FarmersBranch,28455,50.7,49.3,37.1,16.5,47.8,4.4,42.7,3.5,60638,79445,36746,45838,2.66,3.31,10.4,23.6,4.6,20,10.4,59,79.8,red
TX,ForestHill,12492,54.7,45.3,35.8,12,13.9,46.9,38.2,0.5,45436,54435,31697,28809,3.24,3.57,9.5,35.2,4.7,9.5,1.8,59,79.8,red
TX,Forney,13889,47.9,52.1,30.2,6.9,70.8,11,15.1,0.6,80021,87664,41998,54447,3.24,3.56,3,28.4,7,21.9,5.9,59,79.8,red
TX,FortWorth,724699,48.7,51.3,31.4,10.4,42.3,19.6,33.6,3.5,50456,66437,35556,42671,2.76,3.42,10.6,24.8,5.9,17.9,8,59,79.8,red
TX,Fredericksburg,10455,47.3,52.7,52.1,35,78.6,0.9,18.5,0,52183,60985,31165,41667,2.09,2.58,5.7,28.8,5.2,15.7,8.1,59,79.8,red
TX,Freeport,12190,51.7,48.3,29.7,10,23.5,13.4,63.6,0.1,36571,47766,20163,40554,2.91,3.47,19.5,32.9,4.7,5.4,1.6,59,79.8,red
TX,Friendswood,35358,49.3,50.7,40.6,15,75.6,3.9,14.4,5.3,104216,120373,49676,84157,2.89,3.27,1.7,16,9.8,32,14.2,59,79.8,red
TX,Frisco,110013,49.2,50.8,33.6,6.9,67.3,8.7,12.7,9.2,105647,123578,52649,81394,2.93,3.3,1.8,10.1,7,41.3,16.9,59,79.8,red
TX,Gainesville,16006,49.2,50.8,32.4,19.4,63.1,7,27.4,1,39039,50532,27119,33207,2.61,3.25,12.7,29.5,6.6,11,3,59,79.8,red
TX,GalenaPark,10874,50.3,49.7,30.4,10.8,15.9,9.2,74.3,0,36740,45817,24131,35007,3.61,4.04,20,34.3,2.7,3.7,0.8,59,79.8,red
TX,Galveston,49238,48.8,51.2,39.1,17.2,47.2,19.2,29.5,3.2,37368,57330,31792,36900,2.2,3,8.2,26.4,5.9,14.4,12,59,79.8,red
TX,Garland,225424,49.7,50.3,33,11.1,34.7,16.9,37.5,9.4,52441,65762,33950,36041,3.1,3.56,12.5,24.5,7.3,15.1,6.3,59,79.8,red
TX,Gatesville,15689,44.3,55.7,35.3,12.1,64.7,14.8,18.1,0.5,41768,51383,29574,36463,3.16,3.71,7.9,38.1,5.6,7.2,3.1,59,79.8,red
TX,George,46031,48.7,51.3,43.8,31.1,68.9,4,25.1,1.2,61636,77435,38183,50573,2.42,2.94,4.7,20.3,7.6,24.8,14.7,59,79.8,red
TX,GlennHeights,10869,46.5,53.5,29.8,5.2,20.5,58.5,22.8,0.4,53482,65431,43795,47917,3.25,3.6,4.1,33.2,4.6,15.8,6.4,59,79.8,red
TX,GrandPrairie,170467,49,51,31.3,9.1,31.9,19.5,41.8,6.3,51692,63781,34931,39048,2.97,3.54,10.6,27.6,6.8,15.2,6,59,79.8,red
TX,Grapevine,46152,48.1,51.9,37.5,10.6,75.3,2.4,15.4,4.3,76040,95799,47995,66378,2.52,3.02,2.2,17.4,8,31.8,13.8,59,79.8,red
TX,Greenville,25492,48.3,51.7,33.4,17,58.9,14.9,23.3,1.1,38709,53247,28878,40555,2.69,3.47,9.3,28.3,6.2,12.4,6,59,79.8,red
TX,Groves,16060,49.4,50.6,38.7,18.1,74.1,7.5,14.5,2.8,52565,61113,31177,48273,2.47,3.09,4.3,40.4,8.3,9.3,3,59,79.8,red
TX,HaltomCity,42236,50.8,49.2,32.8,12.3,47.2,3.7,38.5,8.5,43676,52911,27735,34258,2.75,3.41,12.3,33.7,4.8,9.1,3.8,59,79.8,red
TX,HarkerHeights,25814,48.1,51.9,30.4,10,49.8,23.5,20.6,4.5,62104,71298,35173,50423,3.05,3.49,3.1,24.1,11.2,17.7,8.8,59,79.8,red
TX,Harlingen,64716,48.1,51.9,33.5,16.2,20,1.3,76.8,1.7,35267,51364,29326,36933,3,3.56,16.9,26.2,6.3,14,5.5,59,79.8,red
TX,Henderson,13455,53.1,46.9,37.7,18.6,57.4,26.5,14.3,0.8,46548,61824,29891,45440,2.58,3.08,6.4,36.5,3.9,10,6.8,59,79.8,red
TX,Hereford,15241,48.8,51.2,29.9,12.7,27,1.5,70.2,0.4,39604,49526,25095,33303,3.06,3.63,20.3,33.2,3.6,8.5,4.2,59,79.8,red
TX,Hewitt,13287,49.1,50.9,34.6,12.8,73.1,7.9,13.9,3.5,68823,77289,36085,49522,2.74,2.95,2.7,21.8,13.1,22.5,7.4,59,79.8,red
TX,Hidalgo,10898,44.3,55.7,29.8,9,1.4,0.2,98.6,0,32139,45358,24739,30227,4.1,4.37,24,31.7,3.3,11.1,3.9,59,79.8,red
TX,Highland,14969,48.1,51.9,41,11.9,88.1,1.2,6.8,2.1,129977,145856,52875,102222,3.09,3.25,0,12.2,6.3,37.1,17.6,59,79.8,red
